0.1756577964,-0.0931326569,0.0958393303,0.0010676812,2
0.3003996267,0.1247418303,0.1254252403,2.9824836722,1
0.6009175365,0.3005179097,0.3027159528,0.0910339972,0
0.7997335559,0.1988160195,0.1992323216,0.0104692493,0
0.8543091089,0.054575553,0.0545982446,0.0262347865,0
0.8919247851,0.0123688213,0.0125927011,0.1205345872,1
0.898823675,0.0068988899,0.008093279,0.3650470567,1
0.8513075257,-0.0475161493,0.0630044243,1.9006807149,1
0.7214438935,-0.1298636322,0.1304153356,0.6556915699,1
0.5067061121,-0.2147377814,0.2156271524,0.1760781495,2
0.1634510535,-0.3432550587,0.390597529,0.1508595811,2
0.4277546733,0.2643036198,0.5106116262,0.0243085535,0
0.9587905621,0.5310358888,0.5473539925,0.0665977246,0
1.3453011296,0.3865105674,0.3927883751,0.0507152532,0
1.5266688258,0.1813676962,0.1881771645,0.1370645485,0
1.6398182425,0.1131494167,0.12887347,0.2661059998,0
1.717613789,0.0777955465,0.0957473128,0.1591700941,0
1.7688538369,0.0512400479,0.0662173788,0.0921571652,0
1.8186231814,0.0497693445,0.066567184,0.0646708475,0
1.8846670408,0.0660438594,0.0931479168,0.0865534972,0
1.9733450502,0.038649904,0.0553116462,0.0320914863,0
1.9954327626,0.0220877124,0.0305970593,0.0174334086,1
1.9757000407,-0.0197327219,0.036172368,1.3964737414,1
1.5800707091,-0.3956293317,0.3973878558,1.08557414,1
0.658709889,-0.451978777,0.4601707056,0.0409135762,2
0.4076445672,-0.2510653219,0.254798094,0.1116408474,2
0.2165391225,-0.1911054447,0.1937753602,0.0976438376,2
0.0841754941,-0.0040452868,0.1375123361,0.0084145332,2
0.1468624213,0.0238495639,0.0240260453,0.2505788763,2
0.1599560381,0.0130936169,0.0133468881,0.3146902702,2
0.1697996251,0.009843587,0.0109260916,0.2766409003,2
0.1743454944,0.0045458693,0.004803021,0.1014860935,2
0.1719303863,-0.0003043842,0.0003807372,0.4752616083,2
0.1713626363,-0.00056775,0.0007468097,0.0606463223,2
0.1662226209,-0.0051400154,0.0051926606,0.5681891562,2
0.1396654159,-0.0082255995,0.0082256901,0.06568475,2
0.1291389541,-0.0105264618,0.010540556,0.0545602104,2
0.0763439268,-0.0099116564,0.0107283503,0.0726354223,2
0.0717098774,-0.0046340493,0.0050921936,0.0053846597,2
0.0722968644,0.000586987,0.0017916844,1.4508693673,2
0.0712078446,-0.002131267,0.0021986861,2.6487226887,2
0.0415767635,-0.0201323134,0.0202188517,0.0856113808,2
0.0206743638,-0.0209023997,0.0210410573,0.03197531,2
0.0148825303,0.0114619768,0.01301427,0.0888041127,2
3.3902540145,-0.2292245391,0.2340336588,0,2
2.9992516384,-0.3910023762,0.4020772234,0.4309269017,2
1.7718761089,-0.6610537639,0.6923469357,0.1437865694,2
1.1385099578,-0.6333661511,0.6669695984,0.1020644522,2
0.7903923031,-0.3481176547,0.3724789487,0.1004102806,2
0.5283580818,-0.2620342213,0.2760168201,0.1806826419,2
0.3398086633,-0.1885494185,0.1937974997,0.2073833603,2
0.2251128234,-0.1146958399,0.1167692996,0.1387686881,2
0.1854700711,-0.0396427522,0.0407381749,0.0218372255,2
0.0847897101,-0.100680361,0.1009168641,0.3027616027,2
0.0225440201,-0.06224569,0.0919491556,0.1413678898,2
0.0426501848,0.0201061647,0.0310903924,0.1939876354,2
0.0551521655,0.0125019807,0.0169454008,0.3288407218,2
0.0585193289,0.0033671634,0.0069637258,0.4901695221,2
0.02592781,-0.0161805685,0.0161988242,0.2314073696,2
0.0087631267,-0.0171646834,0.0178681304,0.2205130361,2
2.5174098024,-0.5305801677,0.5325975514,0.0084128022,2
1.8258265364,-0.691583266,0.6971067427,0.0113527864,2
1.0369797937,-0.7888467427,0.7906861458,0.0966432673,2
0.41621106,-0.6207687336,0.621356297,0.0630210751,2
0.0437746895,-0.3724363705,0.3947736915,0.0255240809,2
0.1217929561,0.0780182666,0.1331556213,0.0384475131,2
0.1514845723,0.0296916162,0.0308642879,0.0242462987,2
0.1607475001,0.0092629279,0.0102329339,0.2058629862,2
0.1581170575,-0.0026304426,0.0028723291,2.3066622982,2
0.1354639165,-0.0137236997,0.0140961267,0.070282994,2
0.0827011298,-0.0272314991,0.0273110843,0.0893061765,2
0.0186358887,-0.0302725156,0.0307257886,0.1059374532,2
0.0123040897,-0.006331799,0.0280455157,0.0687116578,2
2.4975153584,-0.3136854914,0.3137569328,0.2793808984,2
2.0620035791,-0.4355117793,0.4371824574,0.0568003074,2
1.0598311527,-0.4690976784,0.4767814962,0.0120612569,2
0.7041212523,-0.3557099004,0.3685363357,0.0018510795,2
0.4885782368,-0.2155430155,0.2317316783,0.0160898783,2
0.4050602923,-0.0835179446,0.0974369135,0.0320731124,2
0.377192355,-0.0278679373,0.0374486684,0.0999117176,2
0.4824009016,0.1052085466,0.1057336533,2.4903016802,1
0.9570739435,0.4746730419,0.4820302232,0.1590711486,0
2.624485538,0.8658390116,0.8670031526,0.0191735087,0
3.4818153527,0.8573298147,0.864712614,0.1931507218,0
4.2208709719,0.7390556192,0.7532951332,0.1012413528,0
4.6594876294,0.4386166575,0.447159527,0.0291898589,0
4.8470412499,0.0580268737,0.060067679,0.0148713724,0
4.8767409235,0.0296996735,0.0298774831,0.1503216878,1
4.8933257224,0.016584799,0.0166245385,0.0395439063,1
4.9009176837,0.0075919613,0.0084877345,0.3949161452,1
4.9048489128,0.0039312291,0.0057673284,0.3580470553,1
4.905585363,0.0007364502,0.0016386454,0.2844552948,1
4.9054701016,-0.0001152613,0.0008618365,2.8095487255,1
4.9065031893,0.0010330876,0.0019892927,0.6799406418,1
4.9079738958,0.0014707065,0.0016727967,0.5278456679,1
5.1711474496,0.2029504861,0.2425824272,0.1401430035,0
5.299342688,0.0281303737,0.0348655361,0.0582214986,1
5.3174373356,0.0180946476,0.029340569,0.2783233538,1
5.0892048678,-0.2282324679,0.2282679585,2.2547790027,1
4.7302974233,-0.3589074444,0.3597710018,0.0848331784,2
4.2864391176,-0.4438583058,0.4457851796,0.0166417228,2
3.9230289748,-0.3634101428,0.364181616,0.0354448699,2
3.4328849596,-0.4901440152,0.4901579671,0.0609965565,2
2.8599532813,-0.5729316783,0.5729490818,0.0151799593,2
2.1369228399,-0.7230304414,0.724705527,0.0502291688,2
1.5583949149,-0.578527925,0.5793477908,0.0332590424,2
0.9868082494,-0.5715866655,0.5716160076,0.0542510399,2
0.1811643461,-0.3415474128,0.3415488148,0.0122341718,2
0.061935757,-0.119228589,0.1196985511,0.046853251,2
0.0213347714,0.0041995611,0.0090725938,0.1450882154,2
0.9279704152,-0.0845295848,0.0856273071,0,2
0.6508384732,-0.277131942,0.2808444066,0.0314174553,2
0.2469262773,-0.1769776458,0.1778519136,0.0715196763,2
0.122019038,-0.1249072393,0.1249445421,0.1472495523,2
0.0351891536,-0.0868298844,0.0888915394,0.0792507069,2
1.7556432931,-0.2693567069,0.2726198669,0,2
0.9489201747,-0.3809310357,0.3987808515,0.0108722543,2
0.6221976107,-0.3267225639,0.3535435557,0.0440108877,2
0.3933960213,-0.2288015894,0.265294274,0.0791461303,2
0.1230321663,-0.1354258671,0.190756403,0.4134329182,2
1.8608272871,-0.1641727129,0.1673782828,0,2
1.3735042555,-0.2709842792,0.2718818969,0.0916209871,2
1.0782872771,-0.2952169784,0.295227685,0.0965016054,2
0.5061805216,-0.2362876957,0.2383345241,0.0349582292,2
0.1405245614,-0.1489393192,0.151139061,0.091206419,2
0.0601968875,-0.0803276739,0.0827016231,0.0905293877,2
0.0135732945,-0.0173359453,0.0255079439,0.1341478178,2
0.0204599261,0.0068866316,0.0196412689,0.1130237784,2
0.0297082108,0.0092482847,0.0116232228,0.1178621734,2
0.0313918459,0.0016836351,0.003340349,0.5696962749,2
0.0223435304,-0.0059280029,0.006090609,0.2644477977,2
0.0159071991,-0.0064363314,0.00669167,0.0283622476,2
2.0216200347,-0.0033799653,0.0040491329,0,1
2.8453671368,-0.1405624553,0.1406080502,0.1940374507,2
2.7278776642,-0.1174894726,0.1196999402,0.1623230299,2
2.5986683015,-0.0209401285,0.0214003637,0.1015474328,1
2.5563517491,-0.0423165524,0.0437720788,0.0478283376,1
1.5473779983,-0.2237358561,0.2448245975,0.0039963097,2
1.2536439682,-0.1349622036,0.1478213618,0.0115952524,2
1.1298752097,-0.1237687586,0.1340430105,0.0706187828,2
1.0140811235,-0.1157940862,0.1265173447,0.0247460856,2
0.898182252,-0.1158988715,0.1215682813,0.1511808052,2
0.7335273665,-0.1646548855,0.1680649883,0.1443224145,2
0.4581916491,-0.1300622788,0.1301888956,0.0794253473,2
0.301954037,-0.1562376122,0.1572869094,0.0437424311,2
0.1656711708,-0.1362828661,0.1430963289,0.0842116348,2
0.1035829311,-0.0620882397,0.0712200943,0.0280437842,2
0.0681205614,-0.0354623697,0.0446908297,0.1525147789,2
0.055162046,0.0103483128,0.0248809318,0.1171963882,2
0.061112931,0.005950885,0.0109495498,0.153222672,2
0.0605116054,-0.0006013256,0.0027612798,0.8934196749,2
4.0363840128,-0.3371021413,0.338816907,0.0782168111,2
